% Edge sensor logfile normalized 'log_20240216_142908.199/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708090149.3986 0 0 0 0 0 0 0 0  0.0000
1708090149.4061 0 0 0 0 0 0 0 0  0.0000
1708090149.4146 0 0 0 0 0 0 0 0  0.0000
1708090149.4226 0 0 0 0 0 0 0 0  0.0000
1708090149.4305 0 0 0 0 0 0 0 0  0.0000
1708090149.4381 0 0 0 0 0 0 0 0  0.0000
1708090149.4468 0 0 0 0 0 0 0 0  0.0000
1708090149.4543 0 0 0 0 0 0 0 0  0.0000
1708090149.4629 0 0 0 0 0 0 0 0  0.0000
1708090149.4710 0 0 0 0 0 0 0 0  0.0000
1708090149.4785 0 0 0 0 0 0 0 0  0.0000
1708090149.4871 0 0 0 0 0 0 0 0  0.0000
1708090149.4947 0 0 0 0 0 0 0 0  0.0000
1708090149.5023 0 0 0 0 0 0 0 0  0.0000
1708090149.5108 0 0 0 0 0 0 0 0  0.0000
1708090149.5188 0 0 0 0 0 0 0 0  0.0000
1708090149.5263 0 0 0 0 0 0 0 0  0.0000
1708090149.5342 0 0 0 0 0 0 0 0  0.0000
1708090149.5422 0 0 0 0 0 0 0 0  0.0000
1708090149.5510 0 0 0 0 0 0 0 0  0.0000
1708090149.5586 0 0 0 0 0 0 0 0  0.0000
1708090149.5666 0 0 0 0 0 0 0 0  0.0000
1708090149.5742 0 0 0 0 0 0 0 0  0.0000
1708090149.5823 0 0 0 0 0 0 0 0  0.0000
1708090149.5903 0 0 0 0 0 0 0 0  0.0000
1708090149.5991 0 0 0 0 0 0 0 0  0.0000
1708090149.6068 0 0 0 0 0 0 0 0  0.0000
1708090149.6148 0 0 0 0 0 0 0 0  0.0000
1708090149.6223 0 0 0 0 0 0 0 0  0.0000
1708090149.6302 0 0 0 0 0 0 0 0  0.0000
1708090149.6382 0 0 0 0 0 0 0 0  0.0000
1708090149.6471 0 0 0 0 0 0 0 0  0.0000
1708090149.6547 0 0 0 0 0 0 0 0  0.0000
1708090149.6627 0 0 0 0 0 0 0 0  0.0000
1708090149.6706 0 0 0 0 0 0 0 0  0.0000
1708090149.6782 0 0 0 0 0 0 0 0  0.0000
1708090149.6862 0 0 0 0 0 0 0 0  0.0000
1708090149.6950 0 0 0 0 0 0 0 0  0.0000
1708090149.7025 0 0 0 0 0 0 0 0  0.0000
1708090149.7106 0 0 0 0 0 0 0 0  0.0000
1708090149.7183 0 0 0 0 0 0 0 0  0.0000
1708090149.7268 0 0 0 0 0 0 0 0  0.0000
1708090149.7348 0 0 0 0 0 0 0 0  0.0000
1708090149.7422 0 0 0 0 0 0 0 0  0.0000
1708090149.7509 0 0 0 0 0 0 0 0  0.0000
1708090149.7582 0 0 0 0 0 0 0 0  0.0000
1708090149.7667 0 0 0 0 0 0 0 0  0.0000
1708090149.7742 0 0 0 0 0 0 0 0  0.0000
1708090149.7823 0 0 0 0 0 0 0 0  0.0000
1708090149.7909 0 0 0 0 0 0 0 0  0.0000
1708090149.7988 0 0 0 0 0 0 0 0  0.0000
1708090149.8061 0 0 0 0 0 0 0 0  0.0000
1708090149.8147 0 0 0 0 0 0 0 0  0.0000
1708090149.8223 0 0 0 0 0 0 0 0  0.0000
1708090149.8304 0 0 0 0 0 0 0 0  0.0000
1708090149.8390 0 0 0 0 0 0 0 0  0.0000
1708090149.8469 0 0 0 0 0 0 0 0  0.0000
1708090149.8542 0 0 0 0 0 0 0 0  0.0000
1708090149.8630 0 0 0 0 0 0 0 0  0.0000
1708090149.8706 0 0 0 0 0 0 0 0  0.0000
1708090149.8787 0 0 0 0 0 0 0 0  0.0000
1708090149.8862 0 0 0 0 0 0 0 0  0.0000
1708090149.8945 0 0 0 0 0 0 0 0  0.0000
1708090149.9025 0 0 0 0 0 0 0 0  0.0000
1708090149.9111 0 0 0 0 0 0 0 0  0.0000
1708090149.9187 0 0 0 0 0 0 0 0  0.0000
1708090149.9267 0 0 0 0 0 0 0 0  0.0000
1708090149.9346 0 0 0 0 0 0 0 0  0.0000
1708090149.9425 0 0 0 0 0 0 0 0  0.0000
1708090149.9510 0 0 0 0 0 0 0 0  0.0000
1708090149.9586 0 0 0 0 0 0 0 0  0.0000
1708090149.9663 0 0 0 0 0 0 0 0  0.0000
1708090149.9744 0 0 0 0 0 0 0 0  0.0000
1708090149.9830 0 0 0 0 0 0 0 0  0.0000
1708090149.9912 0 0 0 0 0 0 0 0  0.0000
1708090149.9985 0 0 0 0 0 0 0 0  0.0000
1708090150.0061 0 0 0 0 0 0 0 0  0.0000
1708090150.0148 0 0 0 0 0 0 0 0  0.0000
1708090150.0228 0 0 0 0 0 0 0 0  0.0000
1708090150.0308 0 0 0 0 0 0 0 0  0.0000
1708090150.0383 0 0 0 0 0 0 0 0  0.0000
1708090150.0467 0 0 0 0 0 0 0 0  0.0000
1708090150.0543 0 0 0 0 0 0 0 0  0.0000
1708090150.0630 0 0 0 0 0 0 0 0  0.0000
1708090150.0712 0 0 0 0 0 0 0 0  0.0000
1708090150.0791 0 0 0 0 0 0 0 0  0.0000
1708090150.0866 0 0 0 0 0 0 0 0  0.0000
